usuario;tokens;tiempo
Tomirio#9645;['bueno', 'pues', 'entonces', 'reconocimiento', 'texto', 'etiquetas'];2021-11-30 12:24:07.397564
Tomirio#9645;['cállate', 'pesadooooo', 'xdd'];2021-11-30 12:24:16.812149
annashrpv#6143;['ganassss', 'va', 'flipar'];2021-11-30 12:24:29.092723
annashrpv#6143;['xd'];2021-11-30 12:24:34.390235
Shei#6696;['jaajjajaja'];2021-11-30 13:01:34.493291
Shei#6696;['alfonso', 'apruebas', 'proyecto'];2021-11-30 13:01:45.630339
Shei#6696;['tomaré', 'si'];2021-11-30 13:01:52.518303
davidmoscoso#5401;['hackaton'];2021-12-02 08:48:13.452791
davidmoscoso#5401;['hackaton'];2021-12-02 08:48:27.952574
Shei#6696;['https', '//www.aprendemachinelearning.com/como-funcionan-las-convolutional-neural-networks-vision-por-ordenador/'];2021-12-02 09:06:14.223847
Tomás#9078;['jajajaj'];2021-12-02 09:06:16.976324
davidmoscoso#5401;['alfobot', 'duerme'];2021-12-02 09:06:38.572742
microbot#9788;['say', 'hello'];2021-12-07 14:22:56.226530
microbot#9788;['alfonso', 'quiere', 'asesinar', 'alfobot'];2021-12-07 14:22:56.407678
microbot#9788;['hello', 'reaccion'];2021-12-07 14:23:22.447699
microbot#9788;['say', 'hello'];2021-12-07 14:24:52.924727
microbot#9788;['alfonso', 'quiere', 'asesinar', 'alfobot'];2021-12-07 14:24:53.131002
microbot#9788;['hello', 'reaccion'];2021-12-07 14:24:57.685944
microbot#9788;['hello', 'reaccion'];2021-12-07 14:25:33.188668
davidmoscoso#5401;['alfobot', 'vivo'];2021-12-08 10:55:15.225306
davidmoscoso#5401;['funcionando', 'replit'];2021-12-08 10:55:29.362658
davidmoscoso#5401;['alfobot', 'duerme'];2021-12-08 10:55:38.910128
davidmoscoso#5401;['hola'];2021-12-08 16:42:39.640069
davidmoscoso#5401;['si'];2021-12-08 16:42:39.823440
Shei#6696;[];2021-12-08 16:49:47.604226
Shei#6696;['https', '//www.kaggle.com/ioshei/setas-kaggle'];2021-12-08 16:57:13.192184
HectorM#2258;['https', '//www.google.com/search', 'q=amanita+verna', '&', 'sxsrf=aoaemvlmpucbgunewyotndpykgga_qf7mg:1638983672336', '&', 'source=lnms', '&', 'tbm=isch', '&', 'sa=x', '&', 'ved=2ahukewib19p82dt0ahw8dmmbhxe7bzyq_auoaxoecaiqaw', '&', 'biw=1920', '&', 'bih=941', '&', 'dpr=1', '#', 'imgrc=mfhfw7ck8swtfm', 'https', '//www.google.com/search', 'q=agaricus+campester', '&', 'sxsrf=aoaemvkbgfgugnwrd0wc0j0utjd6thkmkg:1638983709277', '&', 'source=lnms', '&', 'tbm=isch', '&', 'sa=x', '&', 'ved=2ahukewiankko2tt0ahu0awmbhan2afyq_auoaxoecaiqaw', '&', 'biw=1920', '&', 'bih=941', '&', 'dpr=1', '#', 'imgrc=fxlmqeo1vnguhm'];2021-12-08 17:15:41.238591
HectorM#2258;['https', '//www.google.com/search', 'q=amanita+verna', '&', 'sxsrf=aoaemvlmpucbgunewyotndpykgga_qf7mg:1638983672336', '&', 'source=lnms', '&', 'tbm=isch', '&', 'sa=x', '&', 'ved=2ahukewib19p82dt0ahw8dmmbhxe7bzyq_auoaxoecaiqaw', '&', 'biw=1920', '&', 'bih=941', '&', 'dpr=1', '#', 'imgrc=ofbb4c5ruxz2zm'];2021-12-08 17:18:30.010829
HectorM#2258;[];2021-12-08 17:20:25.817432
Tomás#9078;['alfobot', 'profe'];2021-12-09 11:39:22.873390
Tomás#9078;['alfobot', 'profe'];2021-12-09 11:39:33.370437
Tomás#9078;['espejo'];2021-12-09 11:39:50.279839
Tomás#9078;['alfobot', 'party'];2021-12-09 11:40:01.350246
Tomás#9078;['alfobot', 'party'];2021-12-09 11:40:06.996987
Tomás#9078;['alfobot', 'party'];2021-12-09 11:40:20.628675
Tomás#9078;['alfobot', 'profe'];2021-12-09 11:44:08.032146
Tomás#9078;['alfobot', 'party'];2021-12-09 11:44:14.236990
Tomás#9078;['alfobot', 'pary'];2021-12-09 11:44:19.207606
Tomás#9078;['alfobot', 'party'];2021-12-09 11:44:23.715759
davidmoscoso#5401;['alfobot', 'duerme'];2021-12-09 11:44:56.766546
Tomás#9078;['alfobot', 'profe'];2021-12-09 11:48:51.544158
Tomás#9078;['alfobot', 'party'];2021-12-09 11:48:57.441452
Tomás#9078;['alfobot', 'duerme'];2021-12-09 11:49:03.465789
Tomás#9078;['party'];2021-12-09 11:49:23.359129
Tomás#9078;['party'];2021-12-09 11:49:26.049330
davidmoscoso#5401;['alfobot'];2021-12-09 11:49:32.298855
Tomás#9078;['alfobot', 'party'];2021-12-09 11:54:33.916805
davidmoscoso#5401;['hola'];2021-12-09 12:19:15.923213
davidmoscoso#5401;['si'];2021-12-09 12:19:16.136097
Tomás#9078;['espejo'];2021-12-09 12:19:26.613285
davidmoscoso#5401;['hola'];2021-12-09 15:59:34.208698
davidmoscoso#5401;['si'];2021-12-09 15:59:34.420777
davidmoscoso#5401;['pollo'];2021-12-09 15:59:37.359800
davidmoscoso#5401;['hola'];2021-12-09 16:02:47.829216
davidmoscoso#5401;['si'];2021-12-09 16:02:48.218200
