datetime;.;..;.;;user;.;..;.;;message;.;..;.;;tokens
2021-11-30 11:51:05.228839;.;..;.;;Yaser#5622;.;..;.;;'Los creadores de Alfonso se merecen una ola!';.;..;.;;['creadores', 'alfonso', 'merecen', 'ola']
2021-11-30 11:51:06.500649;.;..;.;;Yaser#5622;.;..;.;;'jajaja';.;..;.;;[]
2021-11-30 11:51:10.365407;.;..;.;;annashrpv#6143;.;..;.;;'creo que si no encuentra una palabra clave no me contesta';.;..;.;;['creo', 'si', 'encuentra', 'palabra', 'clave', 'contesta']
2021-11-30 11:51:16.618657;.;..;.;;Yaser#5622;.;..;.;;'jajajaja';.;..;.;;['jajajaja']
2021-11-30 11:51:46.564677;.;..;.;;annashrpv#6143;.;..;.;;'Alfobot vacaciones';.;..;.;;['alfobot', 'vacaciones']
2021-11-30 11:52:19.924601;.;..;.;;Yaser#5622;.;..;.;;'Alfobot cual es el truco para entenderte?';.;..;.;;['alfobot', 'truco', 'entenderte']
2021-11-30 11:52:29.108442;.;..;.;;Tomirio#9645;.;..;.;;'factura de luz';.;..;.;;['factura', 'luz']
2021-11-30 11:52:39.748925;.;..;.;;Yaser#5622;.;..;.;;'otro consejo?';.;..;.;;['consejo']
2021-11-30 11:52:43.546519;.;..;.;;Tomirio#9645;.;..;.;;'factura';.;..;.;;['factura']
2021-11-30 11:52:46.212600;.;..;.;;Tomirio#9645;.;..;.;;'XDDD';.;..;.;;['xddd']
2021-11-30 11:52:49.124753;.;..;.;;Adri#0739;.;..;.;;'lol xD';.;..;.;;['lol', 'xd']
2021-11-30 11:52:50.662133;.;..;.;;Yaser#5622;.;..;.;;'jajajjajaja';.;..;.;;['jajajjajaja']
2021-11-30 11:52:53.169938;.;..;.;;Adri#0739;.;..;.;;'JAJAJJJAJA';.;..;.;;['jajajjjaja']
2021-11-30 11:53:27.101943;.;..;.;;Yaser#5622;.;..;.;;'Alfonso, tu juegas la primitiva?';.;..;.;;['alfonso', 'juegas', 'primitiva']
2021-11-30 11:53:46.019744;.;..;.;;Yaser#5622;.;..;.;;'vaya...+';.;..;.;;['vaya', '...', '+']
2021-11-30 11:53:51.811478;.;..;.;;annashrpv#6143;.;..;.;;'unos caramelos y a correr';.;..;.;;['caramelos', 'correr']
2021-11-30 11:54:03.072865;.;..;.;;Yaser#5622;.;..;.;;'jajaja';.;..;.;;[]
2021-11-30 11:54:11.473057;.;..;.;;Yaser#5622;.;..;.;;'cereales y proteinas por favor';.;..;.;;['cereales', 'proteinas', 'favor']
2021-11-30 11:54:45.442051;.;..;.;;Yaser#5622;.;..;.;;'Qué serios están chicos!';.;..;.;;['serios', 'chicos']
2021-11-30 11:58:47.727356;.;..;.;;Adri#0739;.;..;.;;'"Eso es legal... es ALEGAL"';.;..;.;;['``', 'legal', '...', 'alegal', "''"]
2021-11-30 12:00:24.328094;.;..;.;;HectorM#2258;.;..;.;;'ensalada';.;..;.;;['ensalada']
2021-11-30 12:00:34.316683;.;..;.;;HectorM#2258;.;..;.;;'mercadona';.;..;.;;['mercadona']
2021-11-30 12:00:50.680348;.;..;.;;Tomirio#9645;.;..;.;;'jajajjja';.;..;.;;['jajajjja']
2021-11-30 12:00:53.230470;.;..;.;;Adri#0739;.;..;.;;'"Yo, en los bufet de sushi no soy rentable, pero la esperanza matemática dice que siempre ganas."';.;..;.;;['``', 'bufet', 'sushi', 'rentable', 'esperanza', 'matemática', 'dice', 'siempre', 'ganas', "''"]
2021-11-30 12:01:13.163561;.;..;.;;Shei#6696;.;..;.;;'JC';.;..;.;;['jc']
2021-11-30 12:01:15.900649;.;..;.;;HectorM#2258;.;..;.;;'hack';.;..;.;;['hack']
2021-11-30 12:01:39.088155;.;..;.;;HectorM#2258;.;..;.;;'jajajaja';.;..;.;;['jajajaja']
2021-11-30 12:02:09.966873;.;..;.;;HectorM#2258;.;..;.;;'pikota';.;..;.;;['pikota']
2021-11-30 12:02:20.833649;.;..;.;;Adri#0739;.;..;.;;'"me pierdo en el chat, me siento una abuela leyendo el chat de terra"';.;..;.;;['``', 'pierdo', 'chat', 'siento', 'abuela', 'leyendo', 'chat', 'terra', "''"]
2021-11-30 12:02:39.510341;.;..;.;;Shei#6696;.;..;.;;'Daniela';.;..;.;;['daniela']
2021-11-30 12:02:44.809352;.;..;.;;Shei#6696;.;..;.;;'derivadas';.;..;.;;['derivadas']
2021-11-30 12:02:50.797496;.;..;.;;Shei#6696;.;..;.;;'matemáticas';.;..;.;;['matemáticas']
2021-11-30 12:02:54.482599;.;..;.;;Shei#6696;.;..;.;;'noooooooooo';.;..;.;;['noooooooooo']
2021-11-30 12:02:56.892129;.;..;.;;Shei#6696;.;..;.;;'kahoot';.;..;.;;['kahoot']
2021-11-30 12:03:14.011401;.;..;.;;HectorM#2258;.;..;.;;'amigo';.;..;.;;['amigo']
2021-11-30 12:03:32.047021;.;..;.;;Shei#6696;.;..;.;;'Adrián';.;..;.;;['adrián']
2021-11-30 12:03:39.994944;.;..;.;;HectorM#2258;.;..;.;;'machine learning';.;..;.;;['machine', 'learning']
2021-11-30 12:03:49.300265;.;..;.;;HectorM#2258;.;..;.;;'XD';.;..;.;;['xd']
2021-11-30 12:03:55.433634;.;..;.;;Shei#6696;.;..;.;;'mercadona';.;..;.;;['mercadona']
2021-11-30 12:04:46.674618;.;..;.;;Shei#6696;.;..;.;;'redes neuronales';.;..;.;;['redes', 'neuronales']
2021-11-30 12:05:05.440223;.;..;.;;HectorM#2258;.;..;.;;'koala';.;..;.;;['koala']
2021-11-30 12:05:35.062179;.;..;.;;Yaser#5622;.;..;.;;'cuando le vais a enseñar alfonso esta maravillosa creacion?';.;..;.;;['vais', 'enseñar', 'alfonso', 'maravillosa', 'creacion']
2021-11-30 12:05:56.347962;.;..;.;;HectorM#2258;.;..;.;;'a final de curso';.;..;.;;['final', 'curso']
2021-11-30 12:06:01.531716;.;..;.;;HectorM#2258;.;..;.;;'sería lo suyo';.;..;.;;[]
2021-11-30 12:07:07.330664;.;..;.;;Shei#6696;.;..;.;;'pereceptron';.;..;.;;['pereceptron']
2021-11-30 12:07:17.728858;.;..;.;;Shei#6696;.;..;.;;'perceptron';.;..;.;;['perceptron']
2021-11-30 12:07:22.204625;.;..;.;;Shei#6696;.;..;.;;'no esta actualizado';.;..;.;;['actualizado']
2021-11-30 12:07:31.174866;.;..;.;;HectorM#2258;.;..;.;;'muy mal, manda un ticket';.;..;.;;['mal', 'manda', 'ticket']
2021-11-30 12:07:34.554746;.;..;.;;Yaser#5622;.;..;.;;'jajaja';.;..;.;;[]
2021-11-30 12:07:41.798910;.;..;.;;Yaser#5622;.;..;.;;'yo quiero verle la cara!';.;..;.;;['quiero', 'verle', 'cara']
2021-11-30 12:07:46.831426;.;..;.;;Shei#6696;.;..;.;;'kahoot time';.;..;.;;['kahoot', 'time']
2021-11-30 12:08:07.305837;.;..;.;;HectorM#2258;.;..;.;;'Asistencia técnica';.;..;.;;['asistencia', 'técnica']
2021-11-30 12:08:17.851976;.;..;.;;Marina Casilda#2394;.;..;.;;'JAJAJAAJAAJAJA';.;..;.;;['jajajaajaajaja']
2021-11-30 12:08:18.659652;.;..;.;;Yaser#5622;.;..;.;;'3.50';.;..;.;;['3.50']
2021-11-30 12:08:19.486570;.;..;.;;Yaser#5622;.;..;.;;'xD';.;..;.;;['xd']
2021-11-30 12:08:31.015645;.;..;.;;Yaser#5622;.;..;.;;'qué jefe';.;..;.;;['jefe']
2021-11-30 12:08:33.194851;.;..;.;;HectorM#2258;.;..;.;;'Ávila';.;..;.;;['ávila']
2021-11-30 12:08:39.078123;.;..;.;;HectorM#2258;.;..;.;;'incendio';.;..;.;;['incendio']
2021-11-30 12:08:58.691598;.;..;.;;Yaser#5622;.;..;.;;'pueblo';.;..;.;;['pueblo']
2021-11-30 12:09:56.772727;.;..;.;;Yaser#5622;.;..;.;;'Marina';.;..;.;;['marina']
2021-11-30 12:10:07.563469;.;..;.;;Yaser#5622;.;..;.;;'"tu tienes dudas??? No No a la cola!';.;..;.;;['``', 'dudas', 'cola']
2021-11-30 12:10:10.796097;.;..;.;;HectorM#2258;.;..;.;;'dudas';.;..;.;;['dudas']
2021-11-30 12:12:26.979005;.;..;.;;Yaser#5622;.;..;.;;'polla gorda';.;..;.;;['polla', 'gorda']
2021-11-30 12:12:34.501506;.;..;.;;Yaser#5622;.;..;.;;'vaya...';.;..;.;;['vaya', '...']
2021-11-30 12:12:38.679919;.;..;.;;Yaser#5622;.;..;.;;'jajajaja';.;..;.;;['jajajaja']
2021-11-30 12:19:11.551665;.;..;.;;Tomás#9078;.;..;.;;'Cuando esté más refinado mejor xD';.;..;.;;['refinado', 'mejor', 'xd']
2021-11-30 12:20:34.550229;.;..;.;;Yaser#5622;.;..;.;;'jajjaja';.;..;.;;['jajjaja']
2021-11-30 12:24:07.413690;.;..;.;;Tomirio#9645;.;..;.;;'bueno pues entonces el reconocimiento del texto de las etiquetas no?';.;..;.;;['bueno', 'pues', 'entonces', 'reconocimiento', 'texto', 'etiquetas']
2021-11-30 12:24:16.820441;.;..;.;;Tomirio#9645;.;..;.;;'cállate pesadooooo XDD';.;..;.;;['cállate', 'pesadooooo', 'xdd']
2021-11-30 12:24:29.099202;.;..;.;;annashrpv#6143;.;..;.;;'qué ganassss lo va a flipar';.;..;.;;['ganassss', 'va', 'flipar']
2021-11-30 12:24:34.396946;.;..;.;;annashrpv#6143;.;..;.;;'XD';.;..;.;;['xd']
2021-11-30 13:01:34.506179;.;..;.;;Shei#6696;.;..;.;;'JAAJJAJAJA';.;..;.;;['jaajjajaja']
2021-11-30 13:01:45.638454;.;..;.;;Shei#6696;.;..;.;;'Alfonso apruebas el proyecto?';.;..;.;;['alfonso', 'apruebas', 'proyecto']
2021-11-30 13:01:52.535277;.;..;.;;Shei#6696;.;..;.;;'tomaré eso como un si';.;..;.;;['tomaré', 'si']
2021-12-02 08:48:13.471838;.;..;.;;davidmoscoso#5401;.;..;.;;'hackaton';.;..;.;;['hackaton']
2021-12-02 08:48:27.959924;.;..;.;;davidmoscoso#5401;.;..;.;;'hackaton';.;..;.;;['hackaton']
2021-12-02 09:06:14.237613;.;..;.;;Shei#6696;.;..;.;;'https://www.aprendemachinelearning.com/como-funcionan-las-convolutional-neural-networks-vision-por-ordenador/';.;..;.;;['https', '//www.aprendemachinelearning.com/como-funcionan-las-convolutional-neural-networks-vision-por-ordenador/']
2021-12-02 09:06:16.994294;.;..;.;;Tomás#9078;.;..;.;;'Jajajaj';.;..;.;;['jajajaj']
2021-12-02 09:06:38.585064;.;..;.;;davidmoscoso#5401;.;..;.;;'Alfobot duerme';.;..;.;;['alfobot', 'duerme']
2021-12-07 14:22:56.285468;.;..;.;;microbot#9788;.;..;.;;'Say hello!';.;..;.;;['say', 'hello']
2021-12-07 14:22:56.422697;.;..;.;;microbot#9788;.;..;.;;'Alfonso quiere asesinar a Alfobot';.;..;.;;['alfonso', 'quiere', 'asesinar', 'alfobot']
2021-12-07 14:23:22.455866;.;..;.;;microbot#9788;.;..;.;;'Hello reaccion';.;..;.;;['hello', 'reaccion']
2021-12-07 14:24:52.981957;.;..;.;;microbot#9788;.;..;.;;'Say hello!';.;..;.;;['say', 'hello']
2021-12-07 14:24:53.148039;.;..;.;;microbot#9788;.;..;.;;'Alfonso quiere asesinar a Alfobot';.;..;.;;['alfonso', 'quiere', 'asesinar', 'alfobot']
2021-12-07 14:24:57.708008;.;..;.;;microbot#9788;.;..;.;;'Hello reaccion';.;..;.;;['hello', 'reaccion']
2021-12-07 14:25:33.195739;.;..;.;;microbot#9788;.;..;.;;'Hello reaccion';.;..;.;;['hello', 'reaccion']
2021-12-08 10:55:15.236579;.;..;.;;davidmoscoso#5401;.;..;.;;'Alfobot estás vivo?';.;..;.;;['alfobot', 'vivo']
2021-12-08 10:55:29.370963;.;..;.;;davidmoscoso#5401;.;..;.;;'y estás funcionando en replit?';.;..;.;;['funcionando', 'replit']
2021-12-08 10:55:38.919408;.;..;.;;davidmoscoso#5401;.;..;.;;'Alfobot duerme';.;..;.;;['alfobot', 'duerme']
2021-12-08 16:42:39.652081;.;..;.;;davidmoscoso#5401;.;..;.;;'hola';.;..;.;;['hola']
2021-12-08 16:42:39.836229;.;..;.;;davidmoscoso#5401;.;..;.;;'si';.;..;.;;['si']
2021-12-08 16:49:47.617659;.;..;.;;Shei#6696;.;..;.;;'';.;..;.;;[]
2021-12-08 16:57:13.206964;.;..;.;;Shei#6696;.;..;.;;'https://www.kaggle.com/ioshei/setas-kaggle';.;..;.;;['https', '//www.kaggle.com/ioshei/setas-kaggle']
2021-12-08 17:15:41.285774;.;..;.;;HectorM#2258;.;..;.;;'https://www.google.com/search?q=amanita+verna&sxsrf=AOaemvLmpUCBGUNEWyotNdpYkGGa_qf7Mg:1638983672336&source=lnms&tbm=isch&sa=X&ved=2ahUKEwib19P82dT0AhW8DmMBHXE7BzYQ_AUoAXoECAIQAw&biw=1920&bih=941&dpr=1#imgrc=MfHfw7CK8sWtfM
https://www.google.com/search?q=agaricus+campester&sxsrf=AOaemvKBgFGUgNWrd0wc0j0utJD6thKmKg:1638983709277&source=lnms&tbm=isch&sa=X&ved=2ahUKEwianKKO2tT0AhU0AWMBHaN2AfYQ_AUoAXoECAIQAw&biw=1920&bih=941&dpr=1#imgrc=FxlMQEo1vnGuHM';.;..;.;;['https', '//www.google.com/search', 'q=amanita+verna', '&', 'sxsrf=aoaemvlmpucbgunewyotndpykgga_qf7mg:1638983672336', '&', 'source=lnms', '&', 'tbm=isch', '&', 'sa=x', '&', 'ved=2ahukewib19p82dt0ahw8dmmbhxe7bzyq_auoaxoecaiqaw', '&', 'biw=1920', '&', 'bih=941', '&', 'dpr=1', '#', 'imgrc=mfhfw7ck8swtfm', 'https', '//www.google.com/search', 'q=agaricus+campester', '&', 'sxsrf=aoaemvkbgfgugnwrd0wc0j0utjd6thkmkg:1638983709277', '&', 'source=lnms', '&', 'tbm=isch', '&', 'sa=x', '&', 'ved=2ahukewiankko2tt0ahu0awmbhan2afyq_auoaxoecaiqaw', '&', 'biw=1920', '&', 'bih=941', '&', 'dpr=1', '#', 'imgrc=fxlmqeo1vnguhm']
2021-12-08 17:18:30.046310;.;..;.;;HectorM#2258;.;..;.;;'https://www.google.com/search?q=amanita+verna&sxsrf=AOaemvLmpUCBGUNEWyotNdpYkGGa_qf7Mg:1638983672336&source=lnms&tbm=isch&sa=X&ved=2ahUKEwib19P82dT0AhW8DmMBHXE7BzYQ_AUoAXoECAIQAw&biw=1920&bih=941&dpr=1#imgrc=OfBb4C5ruxz2ZM';.;..;.;;['https', '//www.google.com/search', 'q=amanita+verna', '&', 'sxsrf=aoaemvlmpucbgunewyotndpykgga_qf7mg:1638983672336', '&', 'source=lnms', '&', 'tbm=isch', '&', 'sa=x', '&', 'ved=2ahukewib19p82dt0ahw8dmmbhxe7bzyq_auoaxoecaiqaw', '&', 'biw=1920', '&', 'bih=941', '&', 'dpr=1', '#', 'imgrc=ofbb4c5ruxz2zm']
2021-12-08 17:20:25.845217;.;..;.;;HectorM#2258;.;..;.;;'';.;..;.;;[]
2021-12-09 11:39:22.910940;.;..;.;;Tomás#9078;.;..;.;;'Alfobot profe';.;..;.;;['alfobot', 'profe']
2021-12-09 11:39:33.378037;.;..;.;;Tomás#9078;.;..;.;;'Alfobot profe';.;..;.;;['alfobot', 'profe']
2021-12-09 11:39:50.293480;.;..;.;;Tomás#9078;.;..;.;;'espejo';.;..;.;;['espejo']
2021-12-09 11:40:01.365034;.;..;.;;Tomás#9078;.;..;.;;'Alfobot party';.;..;.;;['alfobot', 'party']
2021-12-09 11:40:07.010959;.;..;.;;Tomás#9078;.;..;.;;'Alfobot party';.;..;.;;['alfobot', 'party']
2021-12-09 11:40:20.724315;.;..;.;;Tomás#9078;.;..;.;;'Alfobot party';.;..;.;;['alfobot', 'party']
2021-12-09 11:44:08.056756;.;..;.;;Tomás#9078;.;..;.;;'Alfobot profe';.;..;.;;['alfobot', 'profe']
2021-12-09 11:44:14.249127;.;..;.;;Tomás#9078;.;..;.;;'Alfobot party';.;..;.;;['alfobot', 'party']
2021-12-09 11:44:19.225458;.;..;.;;Tomás#9078;.;..;.;;'Alfobot pary';.;..;.;;['alfobot', 'pary']
2021-12-09 11:44:23.728329;.;..;.;;Tomás#9078;.;..;.;;'Alfobot party';.;..;.;;['alfobot', 'party']
2021-12-09 11:44:56.785831;.;..;.;;davidmoscoso#5401;.;..;.;;'Alfobot duerme';.;..;.;;['alfobot', 'duerme']
2021-12-09 11:48:51.554607;.;..;.;;Tomás#9078;.;..;.;;'Alfobot profe';.;..;.;;['alfobot', 'profe']
2021-12-09 11:48:57.449831;.;..;.;;Tomás#9078;.;..;.;;'Alfobot party';.;..;.;;['alfobot', 'party']
2021-12-09 11:49:03.478666;.;..;.;;Tomás#9078;.;..;.;;'Alfobot duerme';.;..;.;;['alfobot', 'duerme']
2021-12-09 11:49:23.371577;.;..;.;;Tomás#9078;.;..;.;;'party';.;..;.;;['party']
2021-12-09 11:49:26.061998;.;..;.;;Tomás#9078;.;..;.;;'party';.;..;.;;['party']
2021-12-09 11:49:32.308368;.;..;.;;davidmoscoso#5401;.;..;.;;'Alfobot';.;..;.;;['alfobot']
2021-12-09 11:54:33.944276;.;..;.;;Tomás#9078;.;..;.;;'Alfobot party';.;..;.;;['alfobot', 'party']
2021-12-09 12:19:15.945796;.;..;.;;davidmoscoso#5401;.;..;.;;'hola';.;..;.;;['hola']
2021-12-09 12:19:16.155941;.;..;.;;davidmoscoso#5401;.;..;.;;'si';.;..;.;;['si']
2021-12-09 12:19:26.621036;.;..;.;;Tomás#9078;.;..;.;;'espejo';.;..;.;;['espejo']
